proposal_id,triad_id,historian_name,historian_position,research_question,abstract,selected_sources,text_source_ids,image_source_ids,n_text_sources,n_image_sources,created_at
61,21,John Marincola,1,How do ancient historiographical traditions influence the articulation of political authority and legal governance in Kautilya's Arthaśāstra?,"This study examines the historiographical strategies employed in Kautilya's Arthaśāstra to claim authority in the context of ancient Indian political and legal traditions. By comparing Kautilya’s self-presentation with that of Greek and Roman historians, the research explores the use of rhetorical and narrative devices to assert credibility and veracity. The Arthaśāstra's integration of tradition, philosophical argument, and practical governance reveals the complex interplay between historiography and political science, contributing to our understanding of historiographical authority across cultures.","Source 2, Source 1","fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9,d468ab42-3884-4344-ad4a-4a703636fd6a,f4ec8f9b-7107-4263-be45-63839cd8d9e5",,3,0,2026-03-13 09:28:11.863762
62,21,David F. Noble,2,How did the interplay of technological advancements and economic structures shape American society from the late 19th to the mid-20th century?,"The period from the late 19th century to the mid-20th century was marked by significant technological and economic transformations in American society. This era witnessed the rise of industrial capitalism, leading to profound shifts in social structures and cultural norms. By examining the narrative in ""Tragedy and Hope,"" which provides a broad historical context, alongside the detailed social and economic insights from ""The Oxford History Of The American People,"" one can trace the intricate relationship between technological innovations and the economic imperatives that drove them. This analysis reveals how these developments not only redefined the American way of life but also influenced broader global dynamics.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:28:11.880473
63,21,Arjun Appadurai,3,How do the circulation and social implications of financial practices and material goods in early 20th-century American communities compare with those in early 19th-century colonial Indian settings?,"The examination of financial practices in Seward, Alaska in 1925, juxtaposed with a public auction in Calcutta, India in 1805, provides insight into the cultural contexts and social dynamics surrounding economic exchanges. In Seward, the emphasis on banking and individual financial autonomy reflects the burgeoning capitalist ethos of early 20th-century America. In contrast, the auctioning of ""valuable effects"" in colonial Calcutta highlights the colonial economic structures and the circulation of goods as a means to assert social status and navigate colonial hierarchies. This comparative analysis illuminates the ways in which material transactions are embedded within and reflective of their broader socio-economic and cultural milieus.","Source 1, Source 3","1c85402e-1dda-4dc7-9fe1-0721787b8108,5e5e6a1c-a3c7-4613-9fd1-adcc73f118a1,60fdffca-9e95-42f9-829b-dec8874c8293",,3,0,2026-03-13 09:28:11.889010
64,22,André Gunder Frank,1,How do the economic anxieties and predictions expressed in American newspapers from the early to mid-20th century reflect broader global economic shifts and the reorientation of the world economy towards Asia?,"The examination of American newspaper excerpts from 1911 and 1948 reveals an underlying anxiety about economic transformations and future uncertainties, which can be interpreted as reflections of broader global shifts. In 1911, the prediction of rising living costs amidst agricultural developments underscores the challenges faced by Western economies in maintaining growth, while the 1948 discourse hints at individual struggles to make sense of economic data. These narratives, when placed within the context of the global economic reorientation championed by East Asia, suggest that such American concerns were symptomatic of the waning dominance of the West and the resurgence of Asia as the center of global economic power.","Source 1, Source 3","cc7540fe-88ce-4d4d-a240-ba86b9825c5c,71cc9d60-f058-405c-aad0-aeaaadf63b03,3f7a7eff-0559-4115-845c-c65a755d4324",,3,0,2026-03-13 09:28:26.652688
65,22,David F. Noble,2,"How did the technological advancements during the period from 1890 to 1960 influence the socio-economic structures in the United States, as reflected in historical narratives?","The period from 1890 to 1960 was marked by significant technological advancements that transformed the socio-economic landscape of the United States. This research explores the interplay between these technological changes and American society, emphasizing how innovations in industry and communication reshaped social hierarchies and economic practices. By examining the narrative flow of American history without the encumbrance of academic footnotes, as presented in Samuel Eliot Morison's work, alongside the collaborative synthesis of modern historical scholarship found in The American Yawp, this study seeks to uncover the underlying dynamics of technological influence on societal structures.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:28:26.656434
66,22,Claude S. Fischer,3,How did the expansion and commercialization of telephone services influence social and economic perceptions in early 20th-century America?,"The rapid proliferation of telephone services by the early 20th century transformed American social and economic landscapes, as evidenced by the shift from skepticism to widespread acceptance and investment in telephone technology. Analyzing primary sources from the period, we observe a change in public sentiment, where initial doubt about the utility of telephones gave way to acknowledgment of their profitability and necessity in daily life. This transition is illustrated through advertisements and reports that highlight both the exponential growth in telephone subscriptions and the lucrative returns for investors, reflecting a broader trend of technological integration into the fabric of American society.","Source 1, Source 2","9f057df4-1a37-4381-9330-b1eb52be0fa8,b61d6063-352e-460a-a3a1-5b4b5b421d03,1fc82526-64da-4839-9258-0989b84da432",,3,0,2026-03-13 09:28:26.660410
67,23,Nancy C. M. Hartsock,1,How did the intersection of gender and class influence the roles and perceptions of women in the labor force during the late 19th and early 20th centuries in the United States?,"The late 19th and early 20th centuries in the United States marked a period of transformation for women, as they increasingly participated in the labor force. This era witnessed significant shifts in the roles and perceptions of women, influenced by both gender and class dynamics. Women's contributions in industrial and political spheres were shaped by the sexual division of labor, which often reinforced traditional gender roles while simultaneously challenging them. By examining women's activities and their intersection with class, we can better understand how these dynamics contributed to the development of a feminist standpoint that both paralleled and diverged from the proletarian perspective. This analysis highlights the nuanced ways in which women's labor and political activities contributed to broader social transformations during this period.","Source 1, Source 2","1649d640-1cf1-475a-abd3-f478e0ff2f2c,8dc5eebf-9315-445b-816e-4386eb58315b,a6eaba2e-1f45-4f05-b7d5-35bad1b2cfdc",,3,0,2026-03-13 09:28:44.919604
68,23,David F. Noble,2,"How have the narratives of American technological progress and industrialization evolved in historical texts, and what does this reveal about the cultural and ideological underpinnings of American history writing from the late 19th to the mid-20th century?","The portrayal of American technological progress and industrialization in historical narratives offers insight into the shifting cultural and ideological frameworks of historiography. ""Tragedy and Hope,"" with its expansive view of the 20th century, provides a global context that repositions American industrialization within larger world trends, while ""The Oxford History Of The American People"" offers a more localized narrative, reflecting the unique American experience. Through these texts, we can discern a trajectory from nationalistic pride in technological achievements to a more nuanced understanding of America's role in global industrial dynamics. This evolution highlights the interplay between historical scholarship and contemporaneous cultural attitudes, revealing how historians construct national identity narratives through the lens of technological progress.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:28:44.925709
69,23,Claude S. Fischer,3,How did the perception and acceptance of the telephone as a necessary technology evolve among American communities from the early 20th century to the mid-20th century?,"The telephone's journey from a novel invention to an indispensable part of American life reflects a significant shift in societal attitudes and technological integration. Initially met with skepticism, as evidenced by the early challenges in selling telephone stock, the telephone rapidly became a central fixture in daily life, as seen in Northwestern Bell's substantial growth and infrastructure expansion by the mid-20th century. This transformation underscores the dynamic relationship between technological advancements and societal adaptation, highlighting the telephone's role in reshaping community interactions and economic opportunities.","Source 1, Source 2","9f057df4-1a37-4381-9330-b1eb52be0fa8,b61d6063-352e-460a-a3a1-5b4b5b421d03,1fc82526-64da-4839-9258-0989b84da432",,3,0,2026-03-13 09:28:44.931260
70,24,Arnaldo Momigliano,1,How have historical narratives in art and world history evolved in the context of public accessibility and digital archiving?,"The examination of historical narratives within art and world history reveals an evolution influenced significantly by the advent of digital archiving and public accessibility. The Summaratio Library Collection represents a democratization of historical knowledge, offering open access to texts on history and related disciplines, primarily in Spanish. This reflects a shift towards more inclusive historiographical practices. Simultaneously, Gombrich's ""The Story Of Art"" and the comprehensive account in ""Tragedy and Hope"" present traditional yet expansive narratives that are now more accessible through digital platforms. These sources underscore the transformation in historiography where the digital age amplifies the reach and impact of historical texts, fostering a broader engagement with different audiences.","Source 1, Source 2","9b52965a-42eb-42d1-9b9f-f0561b7e7adf,fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9,921f089c-8edf-40dd-a0cf-c005975f7c08",,3,0,2026-03-13 09:28:59.490680
71,24,David F. Noble,2,"How have narratives of American history evolved in educational resources from the mid-20th century to the present, and what does this evolution reveal about changing historical interpretations and priorities?","The evolution of American history narratives in educational resources reflects significant shifts in historiographical priorities and methodologies. By comparing Samuel Eliot Morison's ""The Oxford History Of The American People"" with the collaborative project ""The American Yawp,"" we can observe a transition from a traditional, author-centric approach to a more inclusive, multi-vocal method. This change underscores a broader trend towards democratizing historical narratives, reflecting diverse perspectives and the increasing importance of accessibility in historical scholarship. The shift also signals a move towards integrating socio-cultural dimensions into historical discourse, challenging the earlier predominance of political and economic narratives.","Source 2, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:28:59.501855
72,24,Arjun Appadurai,3,How do the practices of borrowing and auctioning in the early 20th and late 19th centuries reflect the socio-economic dynamics and cultural values attached to money and material possessions in different regions?,"The examination of borrowing practices in Seward, Alaska, and public auctions in 19th century Calcutta reveals how economic transactions are intertwined with cultural values and social structures. The Seward newspaper advertisement encourages individuals to leverage banking services, reflecting a growing institutional trust and the cultural shift towards formal financial systems. Meanwhile, the auction of Mr. Cantelo's possessions in Calcutta illustrates the social life of objects as they transition through ownership, highlighting a culturally specific valuation of personal effects and exotic items. These sources illuminate the ways in which economic practices are culturally inscribed and how they foster social relations through the circulation of material goods.","Source 1, Source 3","1c85402e-1dda-4dc7-9fe1-0721787b8108,5e5e6a1c-a3c7-4613-9fd1-adcc73f118a1,60fdffca-9e95-42f9-829b-dec8874c8293",,3,0,2026-03-13 09:28:59.507821
73,25,E.F.K. Koerner,1,"How do the principles of linguistic reconstruction, as applied to Proto-Indo-European languages, inform the understanding of language change and development in modern linguistic traditions?","The comparative study of Indo-European languages provides critical insights into the processes of linguistic reconstruction and the historical development of languages. By examining the methodologies employed in reconstructing Proto-Indo-European (PIE) grammar and vocabulary, we can better understand the mechanisms of language change and the transmission of linguistic features across time. This research aims to elucidate the connection between historical linguistic methodologies and the evolution of language, with a particular focus on how these principles are exemplified in the modern revival of Indo-European languages. The study will draw from foundational texts on comparative Indo-European linguistics and modern grammatical interpretations to explore these dynamics.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:29:14.633021
74,25,David F. Noble,2,How did technological advancements and industrial developments between 1890 and 1960 shape American social and economic structures?,"The period from 1890 to 1960 witnessed significant technological advancements and industrial developments that reshaped American society and its economic structures. This era, marked by innovations such as mass production and the mechanization of agriculture, transformed the United States into a leading industrial power, influencing both domestic life and international relations. By examining these changes through the lens of the socio-economic impact, we can better understand the intricate relationship between technology and society, and how these developments facilitated the emergence of new social classes and economic practices. This analysis will draw on a synthesis of historical narratives and interpretations to explore the transformative power of technology in this pivotal period of American history.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:29:14.638129
75,25,Henri Pirenne,3,"How did the proceedings and diplomatic engagements of European powers, such as the Congress at Aix-la-Chapelle, influence socio-economic conditions and ideas in colonial regions like India during the early 19th century?","The early 19th century was a period marked by significant diplomatic activities among European powers, as evidenced by the Congress at Aix-la-Chapelle. These engagements were not only crucial in shaping the political landscape of Europe but also had far-reaching implications for European colonies, including India. The discussions among European statesmen aimed at preserving peace and promoting moral regeneration had economic and social repercussions in colonial regions, influencing local governance and economic strategies. By examining the proceedings of these congresses alongside reports and discussions emanating from colonial centers such as Calcutta, we can discern the interconnectedness of European diplomatic endeavors and colonial socio-economic frameworks.","Source 1, Source 2","a4d16ed6-10cf-44e9-98da-b3c8d6351f15,fa101ded-ddae-4505-96cf-37bd80d05d53,b8f343f9-f346-4286-a031-c04ec98af1d0",,3,0,2026-03-13 09:29:14.643102
76,26,Nancy C. M. Hartsock,1,"How did the interplay of women's labor, political activity, and social roles between 1880 and 1920 contribute to the development of a feminist standpoint that challenges traditional historical narratives?","The period between 1880 and 1920 was pivotal for the development of a feminist historical materialism, as women increasingly participated in the labor force, political movements, and social reform. Sources such as ""Women's America: Refocusing the Past"" illustrate the multifaceted roles women played, highlighting their contributions to both subsistence and societal transformation. The proceedings of the International Congress of Women of 1899 reveal an emerging consciousness among women about their collective struggles and potential for societal impact. This period underscores the necessity of incorporating women's labor and political activities into a broader historical materialist framework that recognizes women's agency in shaping history.","Source 1, Source 2","1649d640-1cf1-475a-abd3-f478e0ff2f2c,8dc5eebf-9315-445b-816e-4386eb58315b,a6eaba2e-1f45-4f05-b7d5-35bad1b2cfdc",,3,0,2026-03-13 09:29:31.120388
77,26,David F. Noble,2,"How have narratives of American history evolved in their presentation of political, social, and economic factors from the late 19th century to the mid-20th century, and what does this evolution reveal about the underlying ideological shifts in American historiography?","The examination of American historical narratives from the late 19th century through the mid-20th century reveals significant shifts in the portrayal of political, social, and economic factors, reflecting broader ideological trends within the field of historiography. By analyzing the comprehensive yet varied approaches of Samuel Eliot Morison's ""The Oxford History of the American People"" and the collaborative ""The American Yawp,"" we explore the transition from a more traditional, nationalistic perspective to a collaborative, inclusive narrative. This evolution underscores a critical re-evaluation of American identity, emphasizing pluralism and diverse voices that challenge monolithic interpretations of history.","Source 2, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:29:31.139749
78,26,Henri Pirenne,3,How did the socio-economic discourse in early 19th century Calcutta reflect the broader European influence and aspirations of peace and moral regeneration?,"The early 19th century was a period marked by significant socio-economic transformations and colonial interactions, particularly in regions such as Calcutta. The textual sources from 1819 reveal a pronounced European influence on local economic and social discourse, as seen in the discussions about the creation of wealth and the moral objectives of European powers. The references to the Holy Alliance and their role in promoting European peace and moral regeneration underscore the geopolitical and ideological aspirations that shaped colonial and local governance and societal goals during this period. These sources provide valuable insights into how European economic and moral philosophies were being propagated and potentially reshaped in colonial settings.","Source 1, Source 2","a4d16ed6-10cf-44e9-98da-b3c8d6351f15,fa101ded-ddae-4505-96cf-37bd80d05d53,b8f343f9-f346-4286-a031-c04ec98af1d0",,3,0,2026-03-13 09:29:31.145844
79,27,Nancy C. M. Hartsock,1,How did the participation of women in public and professional spheres during the late 19th and early 20th centuries contribute to the development of a feminist standpoint that challenged traditional gender roles and phallocratic domination?,"The late 19th and early 20th centuries witnessed significant shifts in the roles and perceptions of women, as evidenced by their increasing participation in public, professional, and political spheres. This period marked a silent yet powerful revolution where women, consciously or unconsciously, began to challenge entrenched phallocratic structures. By examining the proceedings of the International Congress of Women in 1899, which highlights women's roles in various societal domains, alongside contemporary reports such as the New-York Tribune's 1902 article on the changing attitudes of fashionable women, we can trace the emergence of a feminist standpoint. This standpoint, rooted in historical materialism, reveals the complexities of women's struggles for emancipation and their contributions to reshaping societal norms.","Source 2, Source 3","1649d640-1cf1-475a-abd3-f478e0ff2f2c,8dc5eebf-9315-445b-816e-4386eb58315b,a6eaba2e-1f45-4f05-b7d5-35bad1b2cfdc",,3,0,2026-03-13 09:29:46.566090
80,27,David F. Noble,2,How did technological advancements from the late 19th to mid-20th century influence the political and economic dynamics of the United States?,"This research examines the intersection of technological progress and its profound impacts on American political and economic landscapes between 1890 and 1960. Through a synthesis of historical narratives, it explores how technological innovations not only transformed industrial capacities but also reshaped societal structures and international relations. The study emphasizes the role of technology as both a driver of economic growth and a catalyst for political change, assessing its influence on domestic policies and its implications for the United States' position on the world stage.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:29:46.571537
81,27,Steven Shapin,3,"How do the practices of trust and credibility in knowledge-making, as established in 17th-century England, compare to the systems of credibility and trust in modern collaborative knowledge systems like folksonomies?","The historical practices of trust and credibility formation among 17th-century English gentleman-philosophers offer a lens through which we can examine modern systems of collaborative knowledge creation. The reliance on codes of civility and honour among early modern scientists parallels the mechanisms of credibility in contemporary digital collaborative systems, such as folksonomies. By examining these two disparate contexts, we can uncover the enduring role of social conventions and collective judgement in establishing reliable knowledge, highlighting the continuity and evolution of trust practices from early scientific communities to modern digital environments.","Source 1, Source 2","4510e046-fff1-426d-b8bb-7d7f8e147752,b2d03db9-edd3-4467-a2f0-1ef1b8bc5079,e886a999-d83f-4d41-80d2-5d86c2c9b780",,3,0,2026-03-13 09:29:46.575267
82,28,E.F.K. Koerner,1,How have the methodologies and frameworks of Proto-Indo-European linguistic reconstruction influenced modern approaches to documenting and revitalizing historical languages?,"The methodologies for reconstructing Proto-Indo-European (PIE) languages have significantly shaped contemporary practices in linguistic historiography, particularly in the revival of historical languages. By examining the comparative frameworks used in PIE studies, as outlined in ""Comparative Indo-European Linguistics: An Introduction,"" alongside practical implementations seen in ""A Grammar of Modern Indo-European,"" we can trace the influences of historical linguistic methods on modern language documentation. This analysis will elucidate the transmission of linguistic notions from historical to contemporary contexts, highlighting persistent issues and adaptations in the field of linguistic historiography.","Source 1, Source 2","6ec50673-04ef-42b6-bc65-fb5ca96716ca,dee6f6e0-c93a-4e23-a577-5ec87e13c6ec,e703f913-5bce-44fd-8753-c209dcebce44",,3,0,2026-03-13 09:30:03.356788
83,28,Ellen Meiksins Wood,2,"How have Marxian ideologies, particularly Trotskyism, influenced the development of political movements and ideologies in the contemporary United States?","The enduring influence of Marxian ideologies, especially Trotskyism, on political movements in the contemporary United States can be examined by tracing the historical trajectories and ideological shifts documented in archived sources. These ideologies, grounded in the critique of capitalism, have persisted through various incarnations, adapting to socio-political changes while maintaining a critical stance against the capitalist system. By investigating the archival content of Marxian-inspired entities, we can better understand the specific ways in which these ideologies continue to shape political behavior and discourse in a capitalist context, challenging the separation of the economic and political spheres that is characteristic of capitalism.","Source 2, Source 3","86331b81-9e0a-47d5-80dd-b26e438363e1,7c673fb6-ebfe-45f9-9eba-c83cd5dadb6c,20745b5b-6ba6-43cf-951f-a2f01d564b96",,3,0,2026-03-13 09:30:03.362940
84,28,David F. Noble,3,How have narratives of technological progress in American history evolved in historical scholarship from the late 19th century to the mid-20th century?,"The historical narratives surrounding technological progress in America from the late 19th to the mid-20th century reflect a complex interplay between optimism about technological advancement and critical reflection on its societal impacts. ""Tragedy and Hope"" provides a broad historical context that captures the transformative global effects of American technological innovations during this period, while ""The Oxford History Of The American People"" offers a detailed exploration of how these advancements shaped American society and culture. By examining these works, we can trace the shifting scholarly interpretations of technology's role in shaping American identity and power, revealing a nuanced understanding of progress that encompasses both triumph and tragedy.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:30:03.367034
85,29,André Gunder Frank,1,"How did the interplay between economic conditions and social expectations in post-World War II America reflect broader global shifts in economic power, particularly in relation to the emerging prominence of Asia?","The post-World War II era in America was marked by significant economic and social transformations, as evidenced by public discourse on issues such as the cost of living and the evolving identity of the American populace. Analyzing contemporary newspaper accounts reveals an underlying anxiety about economic fluctuations and social change, set against the backdrop of a global economy reorienting from Eurocentrism toward an Asia-centered paradigm. This period saw the United States grappling with internal challenges while simultaneously engaging with an international market increasingly influenced by Asian economies. By examining these sources, we can discern how American perceptions and policies during this time were influenced by and contributed to the larger historical trajectory of shifting economic power from West to East.","Source 1, Source 3","cc7540fe-88ce-4d4d-a240-ba86b9825c5c,71cc9d60-f058-405c-aad0-aeaaadf63b03,3f7a7eff-0559-4115-845c-c65a755d4324",,3,0,2026-03-13 09:30:20.544501
86,29,David F. Noble,2,How did narratives of American history from the late 19th to mid-20th centuries reflect and influence the socio-political landscape of the United States?,"The narratives constructed in historical texts significantly shape collective understanding and identity. Analyzing ""Tragedy and Hope"" and ""The Oxford History Of The American People,"" we can trace how historiography during the late 19th to mid-20th centuries reflected and influenced American socio-political dynamics. ""Tragedy and Hope"" provides a global context, elucidating the interconnectedness of American history within broader world events, while ""The Oxford History"" offers a detailed account of American life and ideologies, devoid of academic annotations but rich in narrative, serving as a cultural artifact of its time. Together, these works reveal the evolving depiction of American identity amidst changing global and domestic tides.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:30:20.549151
87,29,Steven Shapin,3,"How do societal norms and practices influence the establishment and dissemination of knowledge, particularly through the lens of historical and contemporary information systems?","The establishment and dissemination of knowledge have always been contingent upon the social structures and norms within which they occur. Examining the historical context of 19th-century amusements and the role of newspapers, as highlighted by Joseph Strutt, alongside the modern collaborative tagging system of folksonomy, reveals a continuity in the collective nature of knowledge formation. This investigation will explore how societal practices, both in the past and present, shape the credibility and accessibility of information. By comparing these distinct periods, we can better understand the social mechanisms that underpin the trust and authority attributed to knowledge systems.","Source 1, Source 2","4510e046-fff1-426d-b8bb-7d7f8e147752,b2d03db9-edd3-4467-a2f0-1ef1b8bc5079,e886a999-d83f-4d41-80d2-5d86c2c9b780",,3,0,2026-03-13 09:30:20.553574
88,30,David F. Noble,1,How have technological advancements during the period 1890-1960 influenced the socio-economic structures and power dynamics in the United States?,"The period from 1890 to 1960 was marked by significant technological advancements that reshaped the socio-economic landscape of the United States. These changes catalyzed shifts in power dynamics, both domestically and internationally, as new technologies altered production processes, labor relations, and global economic standings. By examining this era through the lens of technological development, we can better understand the intricate interplay between innovation and the restructuring of societal hierarchies. This analysis will highlight how technology not only drove economic growth but also reinforced existing power structures and created new forms of economic dependency and control.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:30:38.170838
89,30,David Harvey,2,How does the evolution of social classification systems reflect broader cultural transformations from the 19th century to the late 20th century?,"The evolution of social classification systems from the 19th century's focus on daily diversions and social habits, as reflected in periodicals like the ""Daily National Intelligencer,"" to the emergence of digital folksonomies in the late 20th century, exemplifies a shift in cultural and social structures. This transformation underscores the transition from modernity to postmodernity, where the collaborative and decentralized nature of information management reveals the increasing importance of difference and 'otherness' in structuring social knowledge. By examining these shifts, we can better understand the dialectics of social change and how they are represented in the classification methods that organize human experience.","Source 1, Source 2","4510e046-fff1-426d-b8bb-7d7f8e147752,b2d03db9-edd3-4467-a2f0-1ef1b8bc5079,90a69f24-d002-480f-b364-e9d6d032b649",,3,0,2026-03-13 09:30:38.173916
90,30,Steven Shapin,3,How do the social practices and conventions of trust and credibility shape the dissemination and acceptance of knowledge in different historical contexts?,"The exploration of how trust and credibility influence knowledge dissemination is crucial for understanding both historical and contemporary contexts. Source 1 provides insight into the social habits and entertainments of 19th-century America, reflecting the cultural milieu in which knowledge was shared and validated. Source 3, on the other hand, offers a glimpse into the modern mechanisms of knowledge distribution amidst the COVID-19 pandemic, highlighting the role of digital systems and collaborative efforts in shaping collective understanding. By examining these sources, we can trace the evolution of social practices that underpin the acceptance of knowledge, emphasizing the enduring role of trust and social conventions in constituting credible information.","Source 1, Source 3","4510e046-fff1-426d-b8bb-7d7f8e147752,b2d03db9-edd3-4467-a2f0-1ef1b8bc5079,e886a999-d83f-4d41-80d2-5d86c2c9b780",,3,0,2026-03-13 09:30:38.179447
91,31,John Marincola,1,How does the Arthaśāstra’s approach to governance and law reflect and interact with the broader traditions of historiographical authority in ancient cultures?,"The Arthaśāstra, attributed to Kauṭilya, provides a critical lens into the political and legal structures of ancient India, offering a rich tapestry for understanding the mechanisms through which authority was constructed and maintained. By examining the text within the context of historiographical traditions, this study explores how Kauṭilya's work aligns with and diverges from the authority claims seen in Greek and Roman historiography. The research seeks to elucidate the interplay between the codification of political wisdom and the rhetorical strategies employed to assert historiographical credibility, thereby contributing to the broader discourse on the construction of authority in ancient historical narratives.","Source 2, Source 3","fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9,d468ab42-3884-4344-ad4a-4a703636fd6a,f4ec8f9b-7107-4263-be45-63839cd8d9e5",,3,0,2026-03-13 09:30:56.648265
92,31,David F. Noble,2,How have narratives of technological progress shaped the historiography of American history from the late 19th century to the mid-20th century?,"Examining the historiography of American history from the late 19th century to the mid-20th century reveals a persistent narrative of technological progress as a central theme. This narrative frequently reflects broader socio-economic and political shifts, illustrating an intertwined relationship between technological advancements and historical interpretation. By analyzing ""Tragedy and Hope"" and ""The Oxford History Of The American People,"" we can discern how these works present technological progress as both a driver of historical change and a lens through which history is understood, often prioritizing technological determinism over other potential interpretive frameworks.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:30:56.654889
93,31,Anthony Giddens,3,"How do the social practices and public rituals in Washington, D.C., as reflected in newspaper accounts, reveal the evolving dynamics of power, social control, and class relations in the mid-19th to early 20th centuries?","The exploration of Washington, D.C.'s social practices and public rituals through historical newspaper accounts provides a lens to analyze the evolution of societal power dynamics, social control, and class relations. The Daily National Intelligencer from 1852 offers insights into the cultural pastimes that shaped social identity and cohesion, while the Washington Herald from 1913 reflects the emergence of modern social hierarchies and the influence of political figures on societal norms. Together, these sources illustrate the intricate interplay between cultural practices and the structures of power and class in a rapidly transforming urban landscape.","Source 1, Source 2","4510e046-fff1-426d-b8bb-7d7f8e147752,9382ebfc-68b8-4fe6-af1d-8d3d070742fa,a28f7d57-8d13-4551-8e41-23eb67b9617e",,3,0,2026-03-13 09:30:56.660871
94,32,Arnaldo Momigliano,1,"How do historiographical approaches in different centuries reflect the evolution of historical narrative, particularly in the context of art and broader world events?","The exploration of historiography through the lenses of art and global events offers a rich tapestry of narrative evolution. The juxtaposition of E.H. Gombrich's ""The Story Of Art,"" which provides a chronological narrative of artistic development, with the comprehensive global analysis in ""Tragedy and Hope,"" reveals a dynamic interplay between cultural expression and historical events. This comparison highlights the manner in which historical narratives are constructed and evolve, reflecting both the continuity and change in cultural and historical perspectives from antiquity to modern times.","Source 2, Source 3","9b52965a-42eb-42d1-9b9f-f0561b7e7adf,fa0c2ee0-1ea5-4c25-9e14-85f2ed1b19e9,921f089c-8edf-40dd-a0cf-c005975f7c08",,3,0,2026-03-13 09:31:14.148812
95,32,André Gunder Frank,2,"How did the economic policies and societal attitudes in post-World War II America reflect broader global economic shifts, particularly in relation to the historical economic dominance of Asian markets?","In the wake of World War II, the United States experienced significant socio-economic transformations, as evidenced by primary sources depicting concerns over insurance losses and rising living costs. These domestic dialogues, as seen in the post-war period, can be understood within the larger context of shifting global economic dynamics, where the center of economic gravity was historically Asia-centric. By examining the discourse surrounding economic anxieties in 1948 and 1911, we can trace how these concerns were embedded in a world system that had been historically dominated by Asian markets, suggesting the early stages of a shift back to an Asia-centered global economy, a process resonant with past economic structures prior to the rise of the West.","Source 1, Source 3","cc7540fe-88ce-4d4d-a240-ba86b9825c5c,71cc9d60-f058-405c-aad0-aeaaadf63b03,3f7a7eff-0559-4115-845c-c65a755d4324",,3,0,2026-03-13 09:31:14.155572
96,32,David F. Noble,3,How did technological advancements between 1890 and 1960 influence socio-economic structures in the United States?,"The period from 1890 to 1960 was marked by rapid technological advancements that fundamentally altered the socio-economic landscape of the United States. This study examines how innovations in transportation, communication, and manufacturing reshaped the American economy, influencing labor patterns, industrial growth, and the emergence of consumer culture. By analyzing these technological transformations, the research highlights the interplay between technology and social change, revealing the ways in which technological progress facilitated both economic expansion and social stratification.","Source 1, Source 3","921f089c-8edf-40dd-a0cf-c005975f7c08,411eaadb-2b9d-490e-b5e3-156001227989,5231a679-05dd-4a3f-bdbf-7d46c2771439",,3,0,2026-03-13 09:31:14.164139
